"Bandeira do Sul","Bandeira do Sul","-21.7278","-46.3858","Brazil","BR","BRA","Minas Gerais","","5338","1076400849"
"Bilton","Bilton","54.0099","-1.5359","United Kingdom","GB","GBR","North Yorkshire","","5409","1826540848"
"Zistersdorf","Zistersdorf","48.5167","16.7500","Austria","AT","AUT","Niederösterreich","","5391","1040605021"
"Morristown","Morristown","44.5485","-72.6376","United States","US","USA","Vermont","","5451","1840070935"
"Villanueva del Trabuco","Villanueva del Trabuco","37.0286","-4.3381","Spain","ES","ESP","Andalusia","","5360","1724892880"
"Glonn","Glonn","47.9833","11.8667","Germany","DE","DEU","Bavaria","","5276","1276620837"
"Bodrum","Bodrum","37.0383","27.4292","Turkey","TR","TUR","Muğla","minor","5136","1792047777"
"Independence","Independence","40.8801","-74.8788","United States","US","USA","New Jersey","","5450","1840081763"
"Corsano","Corsano","39.8891","18.3675","Italy","IT","ITA","Puglia","","5432","1380750040"
"Baindt","Baindt","47.8414","9.6619","Germany","DE","DEU","Baden-Württemberg","","5223","1276446869"
"Jim Thorpe","Jim Thorpe","40.8712","-75.7433","United States","US","USA","Pennsylvania","","5449","1840000931"
"Poretskoye","Poretskoye","55.1975","46.3292","Russia","RU","RUS","Chuvashiya","","5436","1643972411"
"Valle de Juárez","Valle de Juarez","19.8667","-102.8167","Mexico","MX","MEX","Jalisco","minor","5389","1484329666"
"Amaporã","Amapora","-23.0958","-52.7878","Brazil","BR","BRA","Paraná","","5443","1076793717"
"Vrontádos","Vrontados","38.4167","26.1333","Greece","GR","GRC","Voreío Aigaío","","5323","1300409203"
"Terrell Hills","Terrell Hills","29.4771","-98.4472","United States","US","USA","Texas","","5447","1840022224"
"Paula Freitas","Paula Freitas","-26.2078","-50.9378","Brazil","BR","BRA","Paraná","","5434","1076849808"
"Dörpen","Dorpen","52.9667","7.3367","Germany","DE","DEU","Lower Saxony","","5287","1276127332"
"Librilla","Librilla","37.8831","-1.3500","Spain","ES","ESP","Murcia","","5351","1724224820"
"Longuyon","Longuyon","49.4469","5.6006","France","FR","FRA","Grand Est","","5269","1250004772"
"Auburn","Auburn","42.9906","-71.3438","United States","US","USA","New Hampshire","","5446","1840054548"
"Carlisle","Carlisle","39.5807","-84.3201","United States","US","USA","Ohio","","5446","1840007345"
"Piterka","Piterka","50.6667","47.4333","Russia","RU","RUS","Saratovskaya Oblast’","","5439","1643283811"
"Colby","Colby","39.3843","-101.0459","United States","US","USA","Kansas","","5445","1840001553"
"Centerville","Centerville","40.7294","-92.8718","United States","US","USA","Iowa","","5445","1840001006"
"Jamul","Jamul","32.7184","-116.8709","United States","US","USA","California","","5445","1840018021"
"East Moriches","East Moriches","40.8097","-72.7581","United States","US","USA","New York","","5445","1840005038"
"Sălişte","Saliste","45.7942","23.8864","Romania","RO","ROU","Sibiu","","5421","1642473434"
"Velas","Velas","38.6817","-28.2079","Portugal","PT","PRT","Azores","","5398","1620693269"
"Springhill","Springhill","33.0019","-93.4613","United States","US","USA","Louisiana","","5444","1840015771"
"Almazán","Almazan","41.3525","-2.5331","Spain","ES","ESP","Castille-Leon","","5411","1724205111"
"Machadinho","Machadinho","-27.5669","-51.6678","Brazil","BR","BRA","Rio Grande do Sul","","5427","1076186001"
"Schermerhorn","Schermerhorn","52.6067","4.8511","Netherlands","NL","NLD","Noord-Holland","","5359","1528937405"
"Paliseul","Paliseul","49.9042","5.1356","Belgium","BE","BEL","Wallonia","","5393","1056837749"
"Marquise","Marquise","50.8147","1.7033","France","FR","FRA","Hauts-de-France","","5064","1250077562"
"Simancas","Simancas","41.5919","-4.8286","Spain","ES","ESP","Castille-Leon","","5315","1724657743"
"Montanaro","Montanaro","45.2327","7.8549","Italy","IT","ITA","Piedmont","","5191","1380230956"
"La Grand-Combe","La Grand-Combe","44.2111","4.0294","France","FR","FRA","Occitanie","","5021","1250624720"
"South Pittsburg","South Pittsburg","35.0111","-85.7183","United States","US","USA","Tennessee","","5439","1840015471"
"Eaton Rapids","Eaton Rapids","42.5092","-84.6530","United States","US","USA","Michigan","","5439","1840003108"
"Gizzeria","Gizzeria","38.9833","16.2000","Italy","IT","ITA","Calabria","","5296","1380663383"
"Châteaulin","Chateaulin","48.1967","-4.0900","France","FR","FRA","Bretagne","minor","5189","1250839092"
"Gilbertsville","Gilbertsville","40.3219","-75.6090","United States","US","USA","Pennsylvania","","5438","1840005461"
"Robbins","Robbins","41.6431","-87.7080","United States","US","USA","Illinois","","5438","1840011288"
"Saint-Pie","Saint-Pie","45.5000","-72.9000","Canada","CA","CAN","Quebec","","5438","1124508787"
"Pulyny","Pulyny","50.4664","28.2778","Ukraine","UA","UKR","Zhytomyrs’ka Oblast’","","5411","1804090047"
"Chandragūdem","Chandragudem","16.8010","80.6300","India","IN","IND","Andhra Pradesh","","5065","1356065881"
"Gorubathān","Gorubathan","26.9721","88.7147","India","IN","IND","West Bengal","","5291","1356016519"
"Marabá Paulista","Maraba Paulista","-22.1081","-51.9625","Brazil","BR","BRA","São Paulo","","5435","1076619249"
"Thode","Thode","27.1113","88.8203","India","IN","IND","West Bengal","","5290","1356924409"
"Heroldsbach","Heroldsbach","49.7000","11.0000","Germany","DE","DEU","Bavaria","","5107","1276548935"
"Coronel Ezequiel","Coronel Ezequiel","-6.3831","-36.2125","Brazil","BR","BRA","Rio Grande do Norte","","5405","1076048189"
"Northwood","Northwood","41.6089","-83.4836","United States","US","USA","Ohio","","5434","1840000622"
"Imouzzer des Ida ou Tanane","Imouzzer des Ida ou Tanane","30.6800","-9.4829","Morocco","MA","MAR","Souss-Massa","","5402","1504647045"
"Eltmann","Eltmann","49.9718","10.6666","Germany","DE","DEU","Bavaria","","5299","1276848886"
"Sam Sung","Sam Sung","16.5415","103.0796","Thailand","TH","THA","Khon Kaen","minor","5310","1764087313"
"Mouguerre","Mouguerre","43.4683","-1.4161","France","FR","FRA","Nouvelle-Aquitaine","","5201","1250550085"
"Rolugunta","Rolugunta","17.7170","82.6670","India","IN","IND","Andhra Pradesh","","5052","1356094217"
"St. Augustine South","St. Augustine South","29.8449","-81.3156","United States","US","USA","Florida","","5431","1840029110"
"Sidney","Sidney","42.3073","-75.2772","United States","US","USA","New York","","5431","1840004621"
"Archángelos","Archangelos","36.2167","28.1167","Greece","GR","GRC","Notío Aigaío","","5384","1300451264"
"Paranga","Paranga","56.7000","49.3833","Russia","RU","RUS","Mariy-El","","5411","1643327867"
"Cardenden","Cardenden","56.1330","-3.2500","United Kingdom","GB","GBR","Fife","","5420","1826000129"
"Black River Falls","Black River Falls","44.2981","-90.8420","United States","US","USA","Wisconsin","","5430","1840002397"
"Ayvacık","Ayvacik","41.0036","36.6319","Turkey","TR","TUR","Samsun","minor","5375","1792294480"
"Sankt Ruprecht an der Raab","Sankt Ruprecht an der Raab","47.1539","15.6622","Austria","AT","AUT","Steiermark","","5300","1040000143"
"Großpösna","Grossposna","51.2667","12.5000","Germany","DE","DEU","Saxony","","5301","1276950768"
"West Vincent","West Vincent","40.1256","-75.6477","United States","US","USA","Pennsylvania","","5429","1840146656"
"Grieskirchen","Grieskirchen","48.2350","13.8319","Austria","AT","AUT","Oberösterreich","minor","5002","1040822650"
"Skýdra","Skydra","40.7667","22.1500","Greece","GR","GRC","Kentrikí Makedonía","minor","5406","1300086862"
"Velagaleru","Velagaleru","16.6500","80.6167","India","IN","IND","Andhra Pradesh","","5057","1356268492"
"Honeoye Falls","Honeoye Falls","42.9557","-77.5903","United States","US","USA","New York","","5428","1840004282"
"Peachland","Peachland","49.7736","-119.7369","Canada","CA","CAN","British Columbia","","5428","1124440160"
"Fruitland","Fruitland","44.0195","-116.9221","United States","US","USA","Idaho","","5426","1840020013"
"Neudenau","Neudenau","49.2833","9.2667","Germany","DE","DEU","Baden-Württemberg","","5266","1276645643"
"Rockwood","Rockwood","35.8693","-84.6731","United States","US","USA","Tennessee","","5425","1840014498"
"Debeljača","Debeljaca","45.0711","20.6000","Serbia","RS","SRB","Južno Banatski Okrug","","5325","1688103258"
"Rio Espera","Rio Espera","-20.8550","-43.4739","Brazil","BR","BRA","Minas Gerais","","5402","1076899427"
"Coraopolis","Coraopolis","40.5148","-80.1627","United States","US","USA","Pennsylvania","","5424","1840001220"
"Ofterdingen","Ofterdingen","48.4203","9.0319","Germany","DE","DEU","Baden-Württemberg","","5088","1276963736"
"Lüdersdorf","Ludersdorf","53.8167","10.8167","Germany","DE","DEU","Mecklenburg-Western Pomerania","","5326","1276683792"
"Glass House Mountains","Glass House Mountains","-26.9000","152.9167","Australia","AU","AUS","Queensland","","5065","1036172029"
"Vernon","Vernon","41.6255","-80.2189","United States","US","USA","Pennsylvania","","5423","1840142388"
"Shady Side","Shady Side","38.8285","-76.5211","United States","US","USA","Maryland","","5423","1840005927"
"Třemošná","Tremosna","49.8159","13.3951","Czechia","CZ","CZE","Plzeňský Kraj","","5139","1203235254"
"Esine","Esine","45.9264","10.2517","Italy","IT","ITA","Lombardy","","5249","1380267907"
"Waynesboro","Waynesboro","33.0909","-82.0146","United States","US","USA","Georgia","","5422","1840015742"
"Ashfield-Colborne-Wawanosh","Ashfield-Colborne-Wawanosh","43.8667","-81.6000","Canada","CA","CAN","Ontario","","5422","1124000025"
"Wackersdorf","Wackersdorf","49.3167","12.1833","Germany","DE","DEU","Bavaria","","5265","1276676060"
"Iffezheim","Iffezheim","48.8206","8.1422","Germany","DE","DEU","Baden-Württemberg","","5163","1276871953"
"Polmont","Polmont","55.9908","-3.7064","United Kingdom","GB","GBR","Falkirk","","5320","1826903991"
"Monaca","Monaca","40.6833","-80.2736","United States","US","USA","Pennsylvania","","5421","1840001025"
"Noyemberyan","Noyemberyan","41.1725","44.9936","Armenia","AM","ARM","Tavush","","5310","1051943920"
"Mittersill","Mittersill","47.2667","12.4667","Austria","AT","AUT","Salzburg","","5380","1040110638"
"Bad Hall","Bad Hall","48.0344","14.2097","Austria","AT","AUT","Oberösterreich","","5043","1040705265"
"Bléré","Blere","47.3253","0.9897","France","FR","FRA","Centre-Val de Loire","","5250","1250050062"
"Hobøl","Hobol","59.5931","10.9458","Norway","NO","NOR","Østfold","minor","5382","1578211799"
"El Limón","El Limon","19.7500","-104.0167","Mexico","MX","MEX","Jalisco","minor","5379","1484400765"
"Ribadumia","Ribadumia","42.5167","-8.7500","Spain","ES","ESP","Galicia","","5157","1724952079"
"Yengī Emām","Yengi Emam","35.9386","50.7217","Iran","IR","IRN","Alborz","","5234","1364000050"
"Malpica","Malpica","43.3167","-8.8000","Spain","ES","ESP","Galicia","","5332","1724118501"
"Nueva-Carteya","Nueva-Carteya","37.5833","-4.4667","Spain","ES","ESP","Andalusia","","5341","1724264523"
"Thum","Thum","50.6711","12.9514","Germany","DE","DEU","Saxony","","5146","1276879643"
"Jackson","Jackson","33.2920","-83.9678","United States","US","USA","Georgia","","5418","1840014836"
"Rheinzabern","Rheinzabern","49.1194","8.2794","Germany","DE","DEU","Rhineland-Palatinate","","5024","1276245887"
"Columbia","Columbia","41.6939","-72.3072","United States","US","USA","Connecticut","","5417","1840034367"
"Lafayette","Lafayette","36.5242","-86.0307","United States","US","USA","Tennessee","","5417","1840014423"
"São José do Goiabal","Sao Jose do Goiabal","-19.9289","-42.7050","Brazil","BR","BRA","Minas Gerais","","5387","1076871213"
"Weitnau","Weitnau","47.6500","10.1333","Germany","DE","DEU","Bavaria","","5334","1276648519"
"Kale","Kale","16.0961","97.8989","Myanmar","MM","MMR","Kayin State","","5355","1104139363"
"Ripi","Ripi","41.6167","13.4333","Italy","IT","ITA","Lazio","","5249","1380274309"
"Angier","Angier","35.5120","-78.7405","United States","US","USA","North Carolina","","5415","1840015423"
"Batesburg-Leesville","Batesburg-Leesville","33.9125","-81.5313","United States","US","USA","South Carolina","","5415","1840003900"
"North Sewickley","North Sewickley","40.8055","-80.2837","United States","US","USA","Pennsylvania","","5415","1840100618"
"Campinas do Piauí","Campinas do Piaui","-7.6600","-41.8819","Brazil","BR","BRA","Piauí","","5408","1076477602"
"Gemmingen","Gemmingen","49.1500","8.9833","Germany","DE","DEU","Baden-Württemberg","","5145","1276826746"
"Héron","Heron","50.5500","5.0833","Belgium","BE","BEL","Wallonia","","5277","1056197098"
"Pau D’Arco","Pau D'Arco","-7.8328","-50.0439","Brazil","BR","BRA","Pará","","5410","1076064787"
"Denver City","Denver City","32.9680","-102.8318","United States","US","USA","Texas","","5413","1840022029"
"Yarang","Yarang","6.7610","101.3012","Thailand","TH","THA","Pattani","minor","5044","1764405284"
"Mollina","Mollina","37.1231","-4.6561","Spain","ES","ESP","Andalusia","","5341","1724751286"
"Chadron","Chadron","42.8260","-103.0025","United States","US","USA","Nebraska","","5412","1840006893"
"Ferriday","Ferriday","31.6343","-91.5562","United States","US","USA","Louisiana","","5412","1840017075"
"Hitzkirch","Hitzkirch","47.2250","8.2622","Switzerland","CH","CHE","Luzern","","5201","1756206818"
"São Martinho","Sao Martinho","-27.7069","-53.9689","Brazil","BR","BRA","Rio Grande do Sul","","5380","1076886085"
"Ixtapangajoya","Ixtapangajoya","17.4972","-93.0017","Mexico","MX","MEX","Chiapas","minor","5384","1484393364"
"Büchenbach","Buchenbach","49.2667","11.0667","Germany","DE","DEU","Bavaria","","5240","1276014632"
"New Hempstead","New Hempstead","41.1488","-74.0485","United States","US","USA","New York","","5410","1840033996"
"Qamīnis","Qaminis","31.6572","20.0144","Libya","LY","LBY","Banghāzī","","5348","1434752325"
"Gazzaniga","Gazzaniga","45.8000","9.8333","Italy","IT","ITA","Lombardy","","5058","1380376033"
"Coal City","Coal City","41.2772","-88.2803","United States","US","USA","Illinois","","5409","1840011613"
"San Miguel Panán","San Miguel Panan","14.5333","-91.3667","Guatemala","GT","GTM","Suchitepéquez","minor","5277","1320095749"
"Kusel","Kusel","49.5347","7.3981","Germany","DE","DEU","Rhineland-Palatinate","minor","5405","1276922495"
"Vitorchiano","Vitorchiano","42.4664","12.1733","Italy","IT","ITA","Lazio","","5235","1380685962"
"Canal Fulton","Canal Fulton","40.8895","-81.5882","United States","US","USA","Ohio","","5408","1840007173"
"Holdrege","Holdrege","40.4395","-99.3773","United States","US","USA","Nebraska","","5408","1840001131"
"Baia de Aramă","Baia de Arama","45.0000","22.8114","Romania","RO","ROU","Mehedinţi","","5349","1642701435"
"Sebezh","Sebezh","56.2833","28.4833","Russia","RU","RUS","Pskovskaya Oblast’","minor","5401","1643427849"
"Sully-sur-Loire","Sully-sur-Loire","47.7650","2.3753","France","FR","FRA","Centre-Val de Loire","","5286","1250014552"
"Altentreptow","Altentreptow","53.6927","13.2562","Germany","DE","DEU","Mecklenburg-Western Pomerania","","5307","1276676254"
"Sāyipeta","Sayipeta","15.0322","79.7578","India","IN","IND","Andhra Pradesh","","5220","1356266116"
"East Port Orchard","East Port Orchard","47.5193","-122.6183","United States","US","USA","Washington","","5407","1840037838"
"Skalité","Skalite","49.4972","18.8983","Slovakia","SK","SVK","Žilinský","","5248","1703600804"
"Zdvinsk","Zdvinsk","54.7000","78.6667","Russia","RU","RUS","Novosibirskaya Oblast’","","5402","1643209387"
"Battenberg","Battenberg","51.0167","8.6500","Germany","DE","DEU","Hesse","","5323","1276685373"
"Basdorf","Basdorf","52.7142","13.4392","Germany","DE","DEU","Brandenburg","","5274","1276015505"
"Rumes","Rumes","50.5561","3.3039","Belgium","BE","BEL","Wallonia","","5186","1056468714"
"Takae","Takae","42.3625","142.3186","Japan","JP","JPN","Hokkaidō","","5395","1392571325"
"Centuripe","Centuripe","37.6233","14.7395","Italy","IT","ITA","Sicilia","","5373","1380878040"
"Haymana","Haymana","39.4311","32.4956","Turkey","TR","TUR","Ankara","minor","5396","1792299517"
"Tota","Tota","5.5603","-72.9861","Colombia","CO","COL","Boyacá","minor","5386","1170112526"
"Szikszó","Szikszo","48.1950","20.9461","Hungary","HU","HUN","Borsod-Abaúj-Zemplén","minor","5258","1348727333"
"Eynesil","Eynesil","41.0632","39.1409","Turkey","TR","TUR","Giresun","minor","5210","1792625951"
"Rákóczifalva","Rakoczifalva","47.0833","20.2333","Hungary","HU","HUN","Jász-Nagykun-Szolnok","","5256","1348993102"
"Salamanca","Salamanca","42.1631","-78.7233","United States","US","USA","New York","","5402","1840000453"
"Monticelli d’Ongina","Monticelli d'Ongina","45.0833","9.9333","Italy","IT","ITA","Emilia-Romagna","","5287","1380578222"
"Valparaiso","Valparaiso","30.4926","-86.5079","United States","US","USA","Florida","","5401","1840015903"
"Rosheim","Rosheim","48.4967","7.4694","France","FR","FRA","Grand Est","","5224","1250840350"
"Valatie","Valatie","42.4134","-73.6778","United States","US","USA","New York","","5400","1840004632"
"Château-Arnoux-Saint-Auban","Chateau-Arnoux-Saint-Auban","44.0933","6.0083","France","FR","FRA","Provence-Alpes-Côte d’Azur","","5120","1250294933"
"Rodigo","Rodigo","45.2000","10.6333","Italy","IT","ITA","Lombardy","","5272","1380104449"
"Laaber","Laaber","49.0653","11.8861","Germany","DE","DEU","Bavaria","","5222","1276891343"
"Pagnacco","Pagnacco","46.1167","13.1833","Italy","IT","ITA","Friuli-Venezia Giulia","","5059","1380620089"
"Talavera La Real","Talavera La Real","38.8833","-6.7667","Spain","ES","ESP","Extremadura","","5311","1724272175"
